Date,Category,Amount,Total,Type
2024-03-13,Private,24.0,,1
2024-03-11,Fuel,27.0,,0
2024-03-10,Fun,10.0,,0
2024-03-09,Fun,7.0,,0
2024-03-08,Health,3.5,,0
2024-03-08,Fun,9.0,,0
2024-03-08,Supermarket,29.0,,0
2024-03-08,Me,19.0,,0
2024-03-07,Mprikis,8.0,,0
2024-03-07,Gifts,240.0,,0
2024-03-07,Supermarket,50.0,,0
2024-03-07,Fun,4.5,,0
2024-03-05,Gym,50.0,,0
2024-03-05,Parking,30.0,,0
2024-03-05,Private,24.0,,1
2024-03-05,Fun,2.5,,0
2024-03-05,Education,25.0,,0
2024-03-04,Fun,2.5,,0
2024-03-04,Supermarket,5.7,,0
2024-03-04,Other,8.0,,0
2024-03-04,Education,24.0,,0
2024-03-04,Fun,23.0,,0
2024-03-04,Supermarket,7.5,,0
2024-03-02,Supermarket,20.0,,0
2024-03-02,Vodafone,9.0,,0
2024-03-02,Me,25.0,,0
2024-03-01,Rent,264.0,,0
2024-03-01,Building fees,27.5,,0
2024-03-01,Fun,2.5,,0
2024-03-01,Electricity,9.0,,0
2024-03-01,Water,19.0,,0
2024-02-29,Fun,2.5,,0
2024-02-29,Job,1200.0,,1
2024-02-29,Private,24.0,,1
2024-02-28,Fun,13.0,,0
2024-02-28,Vodafone,15.0,,0
2024-02-27,Private,24.0,,1
2024-02-27,Fuel,20.0,,0
2024-02-26,Fun,6.3,,0
2024-02-24,Supermarket,16.0,,0
2024-02-24,Fun,12.0,,0
2024-02-23,Fun,14.5,,0
2024-02-21,Supermarket,8.7,,0
2024-02-21,Fun,2.2,,0
2024-02-21,Gym,10.0,,0
2024-02-20,Health,14.0,,0
2024-02-20,Private,24.0,,1
2024-02-20,Fun,25.0,,0
2024-02-20,Fun,2.2,,0
2024-02-19,Fuel,23.0,,0
2024-02-18,Fun,10.0,,0
2024-02-18,Fun,20.0,,0
2024-02-17,Supermarket,23.0,,0
2024-02-15,Haircut,10.0,,0
2024-02-15,Dad,250.0,,1
2024-02-15,Fuel,10.0,,0
2024-02-15,Fun,4.5,,0
2024-02-14,Private,24.0,,1
2024-02-14,Gym,10.0,,0
2024-02-14,Supermarket,8.5,,0
2024-02-14,Fun,5.5,,0
2024-02-13,Fun,21.0,,0
2024-02-11,Fun,30.0,,0
2024-02-09,Fuel,20.0,,0
2024-02-09,Me,131.0,,0
2024-02-09,Fun,7.0,,0
2024-02-09,Fun,2.2,,0
2024-02-08,Gym,10.0,,0
2024-02-06,Gym,50.0,,0
2024-02-06,Private,30.0,,1
2024-02-06,Fun,10.0,,0
2024-02-06,Supermarket,18.0,,0
2024-02-05,Supermarket,21.5,,0
2024-02-04,Education,24.0,,0
2024-02-04,Fun,11.0,,0
2024-02-02,Gym,50.0,,0
2024-02-02,Fun,25.0,,0
2024-02-02,Fuel,20.0,,0
2024-02-02,Parking,30.0,,0
2024-02-01,Electricity,43.0,,0
2024-02-01,Fun,20.0,,0
2024-02-01,Rent,265.0,,0
2024-02-01,Building fees,38.5,,0
2024-02-01,Fun,11.5,,0
2024-02-01,Vodafone,9.0,,0
2024-01-31,Supermarket,15.0,,0
2024-01-31,Job,1200.0,,1
2024-01-31,Gym,10.0,,0
2024-01-30,Supermarket,9.5,,0
2024-01-29,Fun,9.0,,0
2024-01-28,Fun,12.0,,0
2024-01-28,Vodafone,15.0,,0
2024-01-26,Supermarket,18.0,,0
2024-01-26,Fun,9.0,,0
2024-01-26,Fuel,20.0,,0
2024-01-25,Fun,30.0,,0
2024-01-24,MOTOmaintenance/oil/insurance,305.0,,0
2024-01-24,Fun,4.5,,0
2024-01-23,Other,6.5,,0
2024-01-23,Mprikis,8.0,,0
2024-01-23,Dad,260.0,,1
2024-01-23,Private,24.0,,1
2024-01-22,Gym,10.0,,0
2024-01-22,Supermarket,7.0,,0
2024-01-22,Health,18.0,,0
2024-01-20,Other,65.0,,0
2024-01-20,Fuel,22.0,,0
2024-01-20,Supermarket,4.5,,0
2024-01-20,Efka,478.0,,0
2024-01-19,Supermarket,15.0,,0
2024-01-19,Fun,14.0,,0
2024-01-19,Supermarket,10.0,,0
2024-01-17,Fun,2.2,,0
2024-01-17,Supermarket,21.0,,0
2024-01-17,Private,24.0,,1
2024-01-17,Gym,10.0,,0
2024-01-17,Fun,20.0,,0
2024-01-17,Health,35.0,,0
2024-01-16,Gifts,45.0,,0
2024-01-16,Fun,18.0,,0
2024-01-14,Fun,22.0,,0
2024-01-14,Fun,5.0,,0
2024-01-14,Fuel,22.0,,0
2024-01-14,Fun,21.0,,0
2024-01-13,Fun,8.5,,0
2024-01-11,Fun,30.0,,0
2024-01-11,Mprikis,88.0,,0
2024-01-11,Supermarket,5.5,,0
2024-01-10,Gym,10.0,,0
2024-01-10,Supermarket,13.0,,0
2024-01-10,Fun,4.5,,0
2024-01-10,Private,24.0,,1
2024-01-09,Supermarket,8.0,,0
2024-01-09,Accountant,30.0,,0
2024-01-09,Hobies,80.0,,0
2024-01-09,Other,10.0,,0
2024-01-07,Fuel,23.0,,0
2024-01-07,Fun,7.5,,0
2024-01-06,Fun,10.0,,0
2024-01-06,Education,25.0,,0
2024-01-05,MOTOmaintenance/oil/insurance,54.0,,0
2024-01-05,Gym,10.0,,0
2024-01-04,Gym,50.0,,0
2024-01-04,Fun,8.5,,0
2024-01-04,Supermarket,9.0,,0
2024-01-03,Supermarket,18.0,,0
2024-01-03,Parking,30.0,,0
2024-01-02,Other,17.0,,0
2024-01-02,Fun,4.5,,0
2024-01-02,Me,84.0,,0
2024-01-01,Building fees,67.0,,0
2024-01-01,Health,13.0,,0
2024-01-01,Rent,260.0,,0
2024-01-01,Water,21.0,,0
2024-01-01,Vodafone,15.0,,0
2024-01-01,Supermarket,22.0,,0
2024-01-01,Fun,7.0,,0
2023-12-30,Me,34.0,,0
2023-12-30,Fun,28.0,,0
2023-12-30,Gifts,102.0,,0
2023-12-30,Fuel,20.0,,0
2023-12-30,Supermarket,8.0,,0
2023-12-29,Vacation,256.0,,0
2023-12-29,Job,720.0,,1
2023-12-29,Fun,10.0,,0
2023-12-29,Vacation,345.0,,0
2023-12-29,Efka,150.0,,0
2023-12-28,Fun,15.0,,0
2023-12-28,Haircut,10.0,,0
2023-12-28,Other,10.0,,0
2023-12-27,Vacation,516.0,,0
2023-12-27,Fun,13.5,,0
2023-12-25,Fun,12.0,,0
2023-12-25,Fuel,24.0,,0
2023-12-24,Fun,25.0,,0
2023-12-23,Me,18.0,,0
2023-12-23,Me,10.0,,0
2023-12-23,Supermarket,9.0,,0
2023-12-23,Gifts,24.0,,0
2023-12-23,Other,2074.0,,0
2023-12-22,Gifts,56.0,,0
2023-12-22,Supermarket,6.0,,0
2023-12-22,Fun,9.0,,0
2023-12-22,Gifts,24.0,,0
2023-12-22,Fun,3.0,,0
2023-12-22,Job,669.0,,1
2023-12-20,Supermarket,21.0,,0
2023-12-19,Dad,350.0,,1
2023-12-19,Supermarket,5.0,,0
2023-12-19,Health,51.0,,0
2023-12-19,Gifts,80.0,,0
2023-12-18,Other,4.0,,0
2023-12-18,Job,162.0,,1
2023-12-18,Gifts,40.0,,0
2023-12-17,Mom,50.0,,1
2023-12-17,Fun,25.0,,0
2023-12-16,Other,170.0,,0
2023-12-16,Fuel,24.0,,0
2023-12-15,Education,10.0,,0
2023-12-15,Fun,11.0,,0
2023-12-14,Supermarket,8.0,,0
2023-12-14,Fun,35.0,,0
2023-12-13,Other,17.0,,0
2023-12-13,Supermarket,23.0,,0
2023-12-12,Fun,18.0,,0
2023-12-12,MOTOmaintenance/oil/insurance,350.0,,0
2023-12-12,Gifts,53.0,,0
2023-12-12,Private,24.0,,1
2023-12-11,Fun,7.0,,0
2023-12-10,Education,25.0,,0
2023-12-10,Fun,12.0,,0
2023-12-09,Fun,12.5,,0
2023-12-09,Health,8.0,,0
2023-12-09,Fun,7.0,,0
2023-12-08,Fun,17.0,,0
2023-12-07,Supermarket,17.5,,0
2023-12-07,Fun,17.5,,0
2023-12-06,Private,24.0,,1
2023-12-06,Fuel,20.0,,0
2023-12-06,Fun,2.2,,0
2023-12-06,Supermarket,2.0,,0
2023-12-05,Gym,50.0,,0
2023-12-04,Supermarket,8.6,,0
2023-12-04,Mprikis,45.0,,0
2023-12-04,Fun,12.0,,0
2023-12-03,Fun,5.0,,0
2023-12-03,MOTOmaintenance/oil/insurance,5.0,,0
2023-12-03,Education,25.0,,0
2023-12-02,Fun,4.0,,0
2023-12-02,Vodafone,13.0,,0
2023-12-02,Building fees,20.0,,0
2023-12-02,Electricity,55.0,,0
2023-12-01,Job,1200.0,,1
2023-12-01,Fun,17.0,,0
2023-12-01,Rent,260.0,,0
2023-12-01,Parking,30.0,,0
2023-12-01,Fun,4.5,,0
2023-11-29,Mprikis,4.5,,0
2023-11-29,Fun,14.0,,0
2023-11-29,Fuel,23.0,,0
2023-11-29,Supermarket,7.5,,0
2023-11-29,Other,11.0,,0
2023-11-29,Accountant,50.0,,0
2023-11-29,Private,24.0,,1
2023-11-28,Fun,6.5,,0
2023-11-28,Fun,7.2,,0
2023-11-28,Other,20.0,,0
2023-11-28,Efka,150.0,,0
2023-11-26,Fun,20.0,,0
2023-11-26,Health,7.0,,0
2023-11-24,Fun,26.0,,0
2023-11-22,Fuel,23.0,,0
2023-11-22,Supermarket,13.5,,0
2023-11-20,Me,37.5,,0
2023-11-18,Fun,31.0,,0
2023-11-18,Mom,80.0,,1
2023-11-15,Fun,11.0,,0
2023-11-15,Supermarket,14.0,,0
2023-11-14,Private,24.0,,1
2023-11-14,Fuel,22.5,,0
2023-11-14,Fun,9.5,,0
2023-11-12,Health,12.0,,0
2023-11-12,Other,15.0,,0
2023-11-11,Fun,10.0,,0
2023-11-10,Fun,31.0,,0
2023-11-10,Vodafone,13.0,,0
2023-11-08,Fun,6.0,,0
2023-11-08,Fun,2.0,,0
2023-11-08,Fun,9.0,,0
2023-11-08,Fuel,26.5,,0
2023-11-07,Supermarket,10.0,,0
2023-11-06,Building fees,10.0,,0
2023-11-06,Vodafone,10.0,,0
2023-11-06,Fun,7.5,,0
2023-11-06,Electricity,18.0,,0
2023-11-06,Parking,30.0,,0
2023-11-05,Education,25.0,,0
2023-11-05,Fun,20.0,,0
2023-11-04,Other,7.0,,0
2023-11-04,Gym,50.0,,0
2023-11-04,Haircut,10.0,,0
2023-11-04,Fun,6.0,,0
2023-11-02,Fuel,20.0,,0
2023-11-02,Fun,2.0,,0
2023-11-02,Fun,3.5,,0
2023-11-02,Rent,260.0,,0
2023-11-02,Private,24.0,,1
2023-11-02,Dad,400.0,,1
2023-11-01,Supermarket,8.5,,0
2023-11-01,Fun,10.0,,0
2023-10-30,Supermarket,45.0,,0
2023-10-29,Fun,11.0,,0
2023-10-26,Efka,150.0,,0
2023-10-26,Education,900.0,,0
2023-10-25,Fuel,23.0,,0
2023-10-25,Fun,14.0,,0
2023-10-25,Private,24.0,,1
2023-10-24,Fun,2.0,,0
2023-10-24,Accountant,10.0,,0
2023-10-23,Mprikis,21.0,,0
2023-10-23,Fun,3.2,,0
2023-10-22,Lena,20.0,,1
2023-10-22,Fun,30.0,,0
2023-10-20,Fun,5.5,,0
2023-10-20,Fun,7.0,,0
2023-10-19,Health,8.5,,0
2023-10-19,Health,18.0,,0
2023-10-19,Fun,12.5,,0
2023-10-18,Mprikis,10.0,,0
2023-10-18,Fun,16.0,,0
2023-10-18,Private,24.0,,1
2023-10-18,Fun,4.0,,0
2023-10-18,Dad,50.0,,1
2023-10-15,Vacation,78.0,,0
2023-10-12,Allowance,100.0,,1
2023-10-12,Supermarket,14.5,,0
2023-10-11,Gym,35.0,,0
2023-10-11,Fuel,20.0,,0
2023-10-10,Gym,18.0,,0
2023-10-10,Private,24.0,,1
2023-10-10,Fun,5.0,,0
2023-10-09,Dad,400.0,,1
2023-10-09,Fun,5.0,,0
2023-10-08,Fun,1.5,,0
2023-10-08,Other,5.0,,0
2023-10-08,Health,26.0,,0
2023-10-06,Fun,4.0,,0
2023-10-06,Health,20.0,,0
2023-10-05,Fun,7.5,,0
2023-10-05,Parking,30.0,,0
2023-10-05,Gym,50.0,,0
2023-10-05,Fun,12.5,,0
2023-10-04,Mom,110.0,,1
2023-10-04,Education,25.0,,0
2023-10-03,Fun,4.0,,0
2023-10-03,Mprikis,9.2,,0
2023-10-03,Haircut,10.0,,0
2023-10-03,Health,40.0,,0
2023-10-02,Allowance,52.0,,1
2023-10-02,Other,10.0,,0
2023-10-02,Gym,35.0,,0
2023-10-01,Fun,12.0,,0
2023-10-01,Rent,260.0,,0
2023-09-30,Electricity,47.0,,0
2023-09-30,Fuel,23.0,,0
2023-09-30,Vodafone,9.0,,0
2023-09-29,Fun,9.0,,0
2023-09-29,Building fees,9.0,,0
2023-09-29,Supermarket,3.5,,0
2023-09-27,Fun,15.5,,0
2023-09-27,Me,40.0,,0
2023-09-27,Private,24.0,,1
2023-09-26,Fun,2.2,,0
2023-09-26,Gifts,20.5,,0
2023-09-25,Vodafone,12.0,,0
2023-09-24,Fun,20.0,,0
2023-09-24,Mom,60.0,,1
2023-09-23,Supermarket,2.0,,0
2023-09-23,Fun,8.0,,0
2023-09-22,Fun,10.0,,0
2023-09-22,Supermarket,15.0,,0
2023-09-20,Other,25.0,,0
2023-09-20,Fun,8.0,,0
2023-09-20,MOTOmaintenance/oil/insurance,32.0,,0
2023-09-19,Private,24.0,,1
2023-09-19,Dad,10.0,,1
2023-09-18,Me,24.0,,0
2023-09-18,Fun,4.0,,0
2023-09-17,Fun,9.0,,0
2023-09-17,Mprikis,9.0,,0
2023-09-16,Fuel,25.0,,0
2023-09-16,Fun,3.0,,0
2023-09-16,Fun,4.5,,0
2023-09-15,Fun,11.5,,0
2023-09-15,Other,50.0,,0
2023-09-12,Supermarket,5.0,,0
2023-09-12,Private,18.0,,1
2023-09-12,Fun,6.0,,0
2023-09-11,Health,60.0,,0
2023-09-10,Gifts,22.0,,0
2023-09-10,Fuel,10.0,,0
2023-09-10,Fun,14.0,,0
2023-09-10,Fun,12.0,,0
2023-09-09,Fun,8.0,,0
2023-09-08,Fun,12.0,,0
2023-09-08,Gifts,24.0,,0
2023-09-07,Education,25.0,,0
2023-09-07,Gym,20.0,,0
2023-09-06,Fun,10.5,,0
2023-09-06,Supermarket,25.0,,0
2023-09-06,Me,15.5,,0
2023-09-05,Fun,7.0,,0
2023-09-05,Supermarket,1.5,,0
2023-09-05,Fun,2.0,,0
2023-09-05,Parking,30.0,,0
2023-09-04,Health,20.0,,0
2023-09-04,Gym,50.0,,0
2023-09-03,Vacation,65.0,,0
2023-09-03,Fuel,15.0,,0
2023-09-03,Electricity,33.5,,0
2023-09-03,Vodafone,17.0,,0
2023-09-03,Supermarket,15.0,,0
2023-09-01,Rent,260.0,,0
2023-09-01,Fun,10.0,,0
2023-08-31,Dad,250.0,,1
2023-08-31,Haircut,10.0,,0
2023-08-30,Fun,20.0,,0
2023-08-29,Fun,11.0,,0
2023-08-29,MOTOmaintenance/oil/insurance,57.0,,0
2023-08-27,Fun,7.0,,0
2023-08-27,Supermarket,8.0,,0
2023-08-25,Fun,26.0,,0
2023-08-24,Vodafone,15.0,,0
2023-08-24,Fun,2.0,,0
2023-08-22,Vacation,300.0,,0
2023-08-16,Vacation,42.0,,0
2023-08-14,Vacation,35.0,,0
2023-08-13,Fun,11.0,,0
2023-08-13,Fuel,9.0,,0
2023-08-13,Vacation,3.2,,0
2023-08-12,Fun,18.5,,0
2023-08-11,Vacation,7.0,,0
2023-08-11,Vacation,31.0,,0
2023-08-10,Fun,12.0,,0
2023-08-09,Fun,6.5,,0
2023-08-09,Vacation,36.0,,0
2023-08-08,Me,53.0,,0
2023-08-08,Me,5.0,,0
2023-08-08,Fun,12.0,,0
2023-08-08,Gifts,28.0,,0
2023-08-07,Supermarket,35.0,,0
2023-08-07,Mprikis,50.0,,0
2023-08-07,Fun,5.0,,0
2023-08-06,Dad,600.0,,1
2023-08-06,Vacation,35.0,,0
2023-08-05,Me,60.0,,0
2023-08-05,Supermarket,17.0,,0
2023-08-05,Mom,30.0,,1
2023-08-04,Parking,30.0,,0
2023-08-04,Haircut,10.0,,0
2023-08-04,Fuel,20.0,,0
2023-08-03,Education,19.0,,0
2023-08-03,Fun,7.0,,0
2023-08-02,Other,100.0,,0
2023-08-02,Fun,20.0,,0
2023-08-01,Fun,3.1,,0
2023-08-01,Mprikis,10.4,,0
2023-08-01,Vacation,25.0,,0
2023-08-01,Rent,30.0,,0
2023-08-01,Electricity,19.0,,0
2023-08-01,Private,50.0,,1
2023-07-31,Mprikis,30.0,,0
2023-07-30,Other,50.0,,0
2023-07-30,Fun,50.0,,0
2023-07-29,Fun,10.0,,0
2023-07-28,Rent,15.5,,0
2023-07-28,Building fees,9.9,,0
2023-07-27,Fun,5.0,,0
2023-07-26,Fun,3.5,,0
2023-07-26,Dad,100.0,,1
2023-07-26,Other,500.0,,0
2023-07-26,Mprikis,3.0,,0
2023-07-26,Fun,22.0,,0
2023-07-26,Mprikis,5.0,,0
2023-07-26,Fun,8.5,,0
2023-07-26,Fuel,20.0,,0
2023-07-24,Vodafone,12.0,,0
2023-07-24,Supermarket,13.0,,0
2023-07-23,Fun,6.5,,0
2023-07-23,Supermarket,16.0,,0
2023-07-22,Mprikis,5.0,,0
2023-07-22,Fun,14.0,,0
2023-07-21,Fun,8.0,,0
2023-07-20,Other,100.0,,0
2023-07-19,Vacation,83.0,,0
2023-07-19,Vacation,22.0,,0
2023-07-17,Vacation,3.0,,0
2023-07-17,Vacation,24.5,,0
2023-07-17,Vacation,3.5,,0
2023-07-13,Supermarket,3.5,,0
2023-07-13,Haircut,10.0,,0
2023-07-13,Fuel,20.0,,0
2023-07-12,Education,31.0,,0
2023-07-12,Mprikis,4.5,,0
2023-07-10,Fun,5.0,,0
2023-07-10,Fun,9.0,,0
2023-07-10,Gifts,5.0,,0
2023-07-09,Gifts,21.5,,0
2023-07-06,Supermarket,10.0,,0
2023-07-06,Fun,4.0,,0
2023-07-04,Dad,20.0,,1
2023-07-04,Fun,26.0,,0
2023-07-04,Parking,30.0,,0
2023-07-04,Fun,3.0,,0
2023-07-03,MOTOmaintenance/oil/insurance,210.0,,0
2023-07-03,Other,23.0,,0
2023-07-03,Education,25.0,,0
2023-07-03,Rent,220.0,,0
2023-07-02,Mom,180.0,,1
2023-07-01,Other,95.0,,0
2023-07-01,Fun,3.0,,0
2023-07-01,Rent,260.0,,0
2023-07-01,Other,2.0,,0
2023-06-30,Supermarket,15.0,,0
2023-06-30,Fun,3.5,,0
2023-06-28,Fun,7.5,,0
2023-06-28,Other,4.0,,0
2023-06-28,Fuel,20.0,,0
2023-06-27,Fun,9.0,,0
2023-06-27,Other,26.0,,0
2023-06-27,Fun,3.0,,0
2023-06-26,Fun,11.0,,0
2023-06-26,Fun,2.0,,0
2023-06-26,Fun,9.5,,0
2023-06-26,Other,8.0,,0
2023-06-24,Other,79.0,,0
2023-06-24,Dad,250.0,,1
2023-06-23,Fun,10.0,,0
2023-06-23,Fun,15.0,,0
2023-06-23,Haircut,10.0,,0
2023-06-22,Vodafone,13.0,,0
2023-06-21,Other,5.5,,0
2023-06-21,Fun,4.5,,0
2023-06-20,Gym,50.0,,0
2023-06-20,Fuel,20.0,,0
2023-06-19,Other,4.5,,0
2023-06-19,Mprikis,5.0,,0
2023-06-18,Fun,3.0,,0
2023-06-17,Fun,8.5,,0
2023-06-16,Fun,4.0,,0
2023-06-16,Other,25.0,,0
2023-06-16,Other,21.0,,0
2023-06-14,Mom,80.0,,1
2023-06-14,Private,50.0,,1
2023-06-14,Private,30.0,,1
2023-06-14,Other,25.5,,0
2023-06-14,Fun,22.5,,0
2023-06-12,Private,50.0,,1
2023-06-12,Other,13.0,,0
2023-06-12,Other,25.0,,0
2023-06-09,Fun,8.5,,0
2023-06-09,Fuel,20.0,,0
2023-06-08,Other,59.0,,0
2023-06-07,Fun,11.5,,0
2023-06-07,Private,20.0,,1
2023-06-06,Mom,20.0,,1
2023-06-06,Fun,7.0,,0
2023-06-05,Fun,6.0,,0
2023-06-04,Fun,13.5,,0
2023-06-03,Fuel,15.0,,0
2023-06-02,Haircut,10.0,,0
2023-06-02,Fun,8.0,,0
2023-06-01,Private,30.0,,1
2023-05-31,Allowance,70.0,,1
2023-05-31,Private,20.0,,1
2023-05-31,Fun,20.0,,0
2023-05-30,Private,50.0,,1
2023-05-30,Parking,30.0,,0
2023-05-30,Private,20.0,,1
2023-05-29,Private,20.0,,1
2023-05-29,Mom,80.0,,1
2023-05-29,Private,45.0,,1
2023-05-29,Vodafone,80.0,,0
2023-05-28,Fun,10.0,,0
2023-05-27,Fun,11.0,,0
2023-05-27,Private,20.0,,1
2023-05-27,Rent,520.0,,0
2023-05-26,Private,40.0,,1
2023-05-26,Private,20.0,,1
2023-05-26,Private,25.0,,1
2023-05-26,Mprikis,5.0,,0
2023-05-26,Fuel,20.0,,0
2023-05-26,MOTOmaintenance/oil/insurance,180.0,,0
2023-05-24,Fun,14.0,,0
2023-05-23,Private,18.0,,1
2023-05-23,Me,10.0,,0
2023-05-23,Health,22.5,,0
2023-05-22,Private,70.0,,1
2023-05-22,Vodafone,12.0,,0
2023-05-22,Fun,5.0,,0
2023-05-22,Me,50.0,,0
2023-05-22,Fun,4.0,,0
2023-05-22,Private,20.0,,1
2023-05-21,Dad,200.0,,1
2023-05-21,Vodafone,80.0,,0
2023-05-21,Fuel,10.0,,0
2023-05-21,Electricity,25.0,,0
2023-05-21,Mom,50.0,,1
2023-05-20,Fun,11.0,,0
2023-05-19,Fun,4.0,,0
2023-05-19,Private,20.0,,1
2023-05-19,Gym,50.0,,0
2023-05-18,Me,100.0,,0
2023-05-18,Fun,15.0,,0
2023-05-18,Private,25.0,,1
2023-05-17,Fun,3.0,,0
2023-05-17,Fun,20.0,,0
2023-05-17,Private,40.0,,1
2023-05-15,Health,88.0,,0
2023-05-15,Fun,1.5,,0
2023-05-13,Fun,6.0,,0
2023-05-13,Mom,80.0,,1
2023-05-12,Mprikis,5.0,,0
2023-05-12,Fun,2.5,,0
2023-05-12,Private,20.0,,1
2023-05-11,Private,25.0,,1
2023-05-11,Mprikis,39.0,,0
2023-05-11,Fun,5.0,,0
2023-05-10,Health,20.0,,0
2023-05-10,Private,20.0,,1
2023-05-09,Private,18.0,,1
2023-05-09,Private,28.0,,1
2023-05-09,Gym,44.0,,0
2023-05-09,Fun,8.0,,0
2023-05-08,Gifts,20.0,,0
2023-05-07,Fun,8.5,,0
2023-05-05,Fuel,15.0,,0
2023-05-05,Haircut,10.0,,0
2023-05-05,Mprikis,5.0,,0
2023-05-04,Private,40.0,,1
2023-05-04,Fun,7.0,,0
2023-05-04,Private,25.0,,1
2023-05-04,Fun,11.0,,0
2023-05-02,Fun,2.0,,0
2023-05-02,Private,18.0,,1
2023-05-01,Fun,59.0,,0
2023-05-01,Fun,13.5,,0
2023-05-01,Private,31.0,,1
2023-04-28,Gift,100.0,,1
2023-04-28,Mom,20.0,,1
2023-04-28,Allowance,70.0,,1
2023-04-27,Private,25.0,,1
2023-04-27,Fun,13.0,,0
2023-04-26,Fuel,20.0,,0
2023-04-26,Fun,2.5,,0
2023-04-26,Private,20.0,,1
2023-04-25,Fun,13.0,,0
2023-04-25,Private,18.0,,1
2023-04-24,Fun,10.0,,0
2023-04-23,Private,20.0,,1
2023-04-22,Fun,4.0,,0
2023-04-21,Fun,11.0,,0
2023-04-21,Gym,50.0,,0
2023-04-20,Private,35.0,,1
2023-04-20,Fun,17.5,,0
2023-04-20,Mprikis,18.0,,0
2023-04-19,Private,20.0,,1
2023-04-19,Dad,300.0,,1
2023-04-19,Mprikis,5.0,,0
2023-04-19,Fuel,20.0,,0
2023-04-17,Fun,5.5,,0
2023-04-16,Mprikis,5.0,,0
2023-04-15,Gift,70.0,,1
2023-04-15,Fun,9.5,,0
2023-04-14,Fun,19.0,,0
2023-04-13,Health,18.0,,0
2023-04-13,MOTOmaintenance/oil/insurance,30.0,,0
2023-04-11,Private,20.0,,1
2023-04-10,Vacation,150.0,,0
2023-04-10,Fun,11.0,,0
2023-04-07,Private,20.0,,1
2023-04-07,Fuel,20.0,,0
2023-04-07,Fun,13.5,,0
2023-04-07,Haircut,10.0,,0
2023-04-07,Private,30.0,,1
2023-04-05,Fun,9.5,,0
2023-04-05,Fun,16.5,,0
2023-04-05,Private,20.0,,1
2023-04-04,Fun,8.0,,0
2023-04-04,Private,16.0,,1
2023-04-04,Mom,150.0,,1
2023-04-04,Mom,50.0,,1
2023-04-02,Fun,4.5,,0
2023-04-01,Fun,14.0,,0
2023-04-01,Gifts,23.0,,0
2023-03-30,Private,20.0,,1
2023-03-30,Fun,13.0,,0
2023-03-30,Allowance,70.0,,1
2023-03-29,Private,20.0,,1
2023-03-29,Mom,120.0,,1
2023-03-28,Mprikis,5.0,,0
2023-03-28,Mprikis,16.0,,0
2023-03-28,Me,4.0,,0
2023-03-28,Private,20.0,,1
2023-03-27,Fuel,20.0,,0
2023-03-27,Private,40.0,,1
2023-03-25,Fun,9.0,,0
2023-03-24,Fun,6.5,,0
2023-03-24,Private,20.0,,1
2023-03-23,Health,18.0,,0
2023-03-22,Fun,10.0,,0
2023-03-22,Gym,60.0,,0
2023-03-22,Private,20.0,,1
2023-03-22,Private,18.0,,1
2023-03-21,Fun,17.0,,0
2023-03-21,Electricity,95.0,,0
2023-03-21,Mprikis,5.0,,0
2023-03-20,Fun,5.2,,0
2023-03-19,Fuel,22.0,,0
2023-03-19,Fun,4.0,,0
2023-03-19,Fun,10.0,,0
2023-03-18,Gifts,70.0,,0
2023-03-18,Gym,107.0,,0
2023-03-17,Supermarket,13.0,,0
2023-03-17,Fun,5.0,,0
2023-03-17,Private,20.0,,1
2023-03-16,Private,30.0,,1
2023-03-16,Fun,15.0,,0
2023-03-15,Private,20.0,,1
2023-03-15,Supermarket,2.0,,0
2023-03-15,Health,10.5,,0
2023-03-14,Private,16.0,,1
2023-03-14,Fun,10.0,,0
2023-03-13,Private,40.0,,1
2023-03-13,Health,20.0,,0
2023-03-13,Vodafone,12.0,,0
2023-03-12,Fuel,20.0,,0
2023-03-11,Other,90.0,,0
2023-03-11,Fun,8.0,,0
2023-03-11,Dad,200.0,,1
2023-03-10,Fun,18.0,,0
2023-03-10,Private,40.0,,1
2023-03-09,Haircut,10.0,,0
2023-03-09,Education,900.0,,0
2023-03-09,Other,56.5,,0
2023-03-09,Private,25.0,,1
2023-03-08,Fun,13.5,,0
2023-03-07,Private,20.0,,1
2023-03-07,Fun,2.0,,0
2023-03-06,Private,28.0,,1
2023-03-05,Fun,15.0,,0
2023-03-05,Fun,3.0,,0
2023-03-05,Fun,13.0,,0
2023-03-05,Gifts,60.0,,0
2023-03-04,Private,40.0,,1
2023-03-04,Fun,14.5,,0
2023-03-03,Fun,13.0,,0
2023-03-03,Private,25.0,,1
2023-03-02,Fun,11.0,,0
2023-02-28,Fuel,20.0,,0
2023-02-28,Health,46.0,,0
2023-02-28,Private,18.0,,1
2023-02-28,Supermarket,18.0,,0
2023-02-27,Fun,20.0,,0
2023-02-26,Fun,12.0,,0
2023-02-25,Mprikis,17.0,,0
2023-02-25,Fun,6.5,,0
2023-02-25,Fun,1.5,,0
2023-02-24,Allowance,70.0,,1
2023-02-24,Fun,13.0,,0
2023-02-23,Private,25.0,,1
2023-02-22,Private,20.0,,1
2023-02-22,Fun,4.5,,0
2023-02-21,Private,28.0,,1
2023-02-21,Supermarket,10.0,,0
2023-02-21,Private,16.0,,1
2023-02-20,Me,60.0,,0
2023-02-19,Fun,12.0,,0
2023-02-18,Fun,5.5,,0
2023-02-18,Education,60.0,,0
2023-02-17,Electricity,84.0,,0
2023-02-17,Fun,2.0,,0
